#---------------
# UCP PROD
#---------------
# else  - red
# green - wget green, else ping - yellow
#----------------------------------------------------------------------
#     Groupname;InstanceName;URL;Port;OverlayPort;Priority;Label
#----------------------------------------------------------------------

UCPProd;sv3-orca-0413p08;sv3-orca-0413p08.sv.splunk.com;12376;7946;1;0413p
UCPProd;sv3-orca-0413p09;sv3-orca-0413p09.sv.splunk.com;12376;7946;1;0413p
UCPProd;sv3-orca-0413p10;sv3-orca-0413p10.sv.splunk.com;12376;7946;1;0413p
UCPProd;sv3-orca-0413p11;sv3-orca-0413p11.sv.splunk.com;12376;7946;1;0413p
UCPProd;sv3-orca-0413p12;sv3-orca-0413p12.sv.splunk.com;12376;7946;1;0413p
UCPProd;sv3-orca-0413p13;sv3-orca-0413p13.sv.splunk.com;12376;7946;1;0413p
UCPProd;sv3-orca-0413p14;sv3-orca-0413p14.sv.splunk.com;12376;7946;1;0413p
UCPProd;sv3-orca-0413p15;sv3-orca-0413p15.sv.splunk.com;12376;7946;1;0413p
UCPProd;sv3-orca-0413p16;sv3-orca-0413p16.sv.splunk.com;12376;7946;1;0413p
UCPProd;sv3-orca-0413p17;sv3-orca-0413p17.sv.splunk.com;12376;7946;1;0413p
UCPProd;sv3-orca-0413p18;sv3-orca-0413p18.sv.splunk.com;12376;7946;1;0413p
UCPProd;sv3-orca-0413p19;sv3-orca-0413p19.sv.splunk.com;12376;7946;1;0413p
UCPProd;sv3-orca-0413p20;sv3-orca-0413p20.sv.splunk.com;12376;7946;1;0413p
UCPProd;sv3-orca-0413p21;sv3-orca-0413p21.sv.splunk.com;12376;7946;1;0413p
UCPProd;sv3-orca-0413p22;sv3-orca-0413p22.sv.splunk.com;12376;7946;1;0413p
UCPProd;sv3-orca-0413p23;sv3-orca-0413p23.sv.splunk.com;12376;7946;1;0413p
UCPProd;sv3-orca-0413p24;sv3-orca-0413p24.sv.splunk.com;12376;7946;1;0413p
UCPProd;sv3-orca-0413p25;sv3-orca-0413p25.sv.splunk.com;12376;7946;1;0413p
UCPProd;sv3-orca-0413p26;sv3-orca-0413p26.sv.splunk.com;12376;7946;1;0413p
UCPProd;sv3-orca-0413p27;sv3-orca-0413p27.sv.splunk.com;12376;7946;1;0413p
UCPProd;sv3-orca-0413p28;sv3-orca-0413p28.sv.splunk.com;12376;7946;1;0413p
UCPProd;sv3-orca-0413p29;sv3-orca-0413p29.sv.splunk.com;12376;7946;1;0413p
UCPProd;sv3-orca-0413p30;sv3-orca-0413p30.sv.splunk.com;12376;7946;1;0413p
UCPProd;sv3-orca-0413p31;sv3-orca-0413p31.sv.splunk.com;12376;7946;1;0413p
UCPProd;sv3-orca-0413p32;sv3-orca-0413p32.sv.splunk.com;12376;7946;1;0413p
UCPProd;sv3-orca-0413p33;sv3-orca-0413p33.sv.splunk.com;12376;7946;1;0413p
UCPProd;sv3-orca-0413p34;sv3-orca-0413p34.sv.splunk.com;12376;7946;1;0413p
UCPProd;sv3-orca-0414p01;sv3-orca-0414p01.sv.splunk.com;12376;7946;1;0414p
UCPProd;sv3-orca-0414p02;sv3-orca-0414p02.sv.splunk.com;12376;7946;1;0414p
UCPProd;sv3-orca-0414p03;sv3-orca-0414p03.sv.splunk.com;12376;7946;1;0414p
UCPProd;sv3-orca-0414p04;sv3-orca-0414p04.sv.splunk.com;12376;7946;1;0414p
UCPProd;sv3-orca-0414p05;sv3-orca-0414p05.sv.splunk.com;12376;7946;1;0414p
UCPProd;sv3-orca-0414p06;sv3-orca-0414p06.sv.splunk.com;12376;7946;1;0414p
UCPProd;sv3-orca-0414p07;sv3-orca-0414p07.sv.splunk.com;12376;7946;1;0414p
UCPProd;sv3-orca-0414p08;sv3-orca-0414p08.sv.splunk.com;12376;7946;1;0414p
UCPProd;sv3-orca-0414p09;sv3-orca-0414p09.sv.splunk.com;12376;7946;1;0414p
UCPProd;sv3-orca-0414p10;sv3-orca-0414p10.sv.splunk.com;12376;7946;1;0414p
UCPProd;sv3-orca-0414p11;sv3-orca-0414p11.sv.splunk.com;12376;7946;1;0414p
UCPProd;sv3-orca-0414p12;sv3-orca-0414p12.sv.splunk.com;12376;7946;1;0414p
UCPProd;sv3-orca-0414p13;sv3-orca-0414p13.sv.splunk.com;12376;7946;1;0414p
UCPProd;sv3-orca-0414p14;sv3-orca-0414p14.sv.splunk.com;12376;7946;1;0414p
UCPProd;sv3-orca-0414p15;sv3-orca-0414p15.sv.splunk.com;12376;7946;1;0414p
UCPProd;sv3-orca-0414p16;sv3-orca-0414p16.sv.splunk.com;12376;7946;1;0414p
UCPProd;sv3-orca-0414p17;sv3-orca-0414p17.sv.splunk.com;12376;7946;1;0414p
UCPProd;sv3-orca-0414p18;sv3-orca-0414p18.sv.splunk.com;12376;7946;1;0414p
UCPProd;sv3-orca-0414p19;sv3-orca-0414p19.sv.splunk.com;12376;7946;1;0414p
UCPProd;sv3-orca-0414p20;sv3-orca-0414p20.sv.splunk.com;12376;7946;1;0414p
UCPProd;sv3-orca-0414p21;sv3-orca-0414p21.sv.splunk.com;12376;7946;1;0414p
UCPProd;sv3-orca-0414p22;sv3-orca-0414p22.sv.splunk.com;12376;7946;1;0414p
UCPProd;sv3-orca-0414p23;sv3-orca-0414p23.sv.splunk.com;12376;7946;1;0414p
UCPProd;sv3-orca-0414p24;sv3-orca-0414p24.sv.splunk.com;12376;7946;1;0414p
UCPProd;sv3-orca-0414p25;sv3-orca-0414p25.sv.splunk.com;12376;7946;1;0414p
UCPProd;sv3-orca-0414p26;sv3-orca-0414p26.sv.splunk.com;12376;7946;1;0414p
UCPProd;sv3-orca-0414p27;sv3-orca-0414p27.sv.splunk.com;12376;7946;1;0414p
UCPProd;sv3-orca-0414p28;sv3-orca-0414p28.sv.splunk.com;12376;7946;1;0414p
UCPProd;sv3-orca-0414p29;sv3-orca-0414p29.sv.splunk.com;12376;7946;1;0414p
UCPProd;sv3-orca-0414p30;sv3-orca-0414p30.sv.splunk.com;12376;7946;1;0414p
UCPProd;sv3-orca-0414p31;sv3-orca-0414p31.sv.splunk.com;12376;7946;1;0414p
UCPProd;sv3-orca-0414p32;sv3-orca-0414p32.sv.splunk.com;12376;7946;1;0414p
UCPProd;sv3-orca-0414p33;sv3-orca-0414p33.sv.splunk.com;12376;7946;1;0414p
UCPProd;sv3-orca-0414p34;sv3-orca-0414p34.sv.splunk.com;12376;7946;1;0414p
UCPProd;sv3-orca-0415p01;sv3-orca-0415p01.sv.splunk.com;12376;7946;1;0415p
UCPProd;sv3-orca-0415p02;sv3-orca-0415p02.sv.splunk.com;12376;7946;1;0415p
UCPProd;sv3-orca-0415p03;sv3-orca-0415p03.sv.splunk.com;12376;7946;1;0415p
UCPProd;sv3-orca-0415p04;sv3-orca-0415p04.sv.splunk.com;12376;7946;1;0415p
UCPProd;sv3-orca-0415p05;sv3-orca-0415p05.sv.splunk.com;12376;7946;1;0415p
UCPProd;sv3-orca-0415p06;sv3-orca-0415p06.sv.splunk.com;12376;7946;1;0415p
UCPProd;sv3-orca-0415p07;sv3-orca-0415p07.sv.splunk.com;12376;7946;1;0415p
UCPProd;sv3-orca-0415p08;sv3-orca-0415p08.sv.splunk.com;12376;7946;1;0415p
UCPProd;sv3-orca-0415p09;sv3-orca-0415p09.sv.splunk.com;12376;7946;1;0415p
UCPProd;sv3-orca-0415p10;sv3-orca-0415p10.sv.splunk.com;12376;7946;1;0415p
UCPProd;sv3-orca-0415p11;sv3-orca-0415p11.sv.splunk.com;12376;7946;1;0415p
UCPProd;sv3-orca-0415p12;sv3-orca-0415p12.sv.splunk.com;12376;7946;1;0415p
UCPProd;sv3-orca-0415p13;sv3-orca-0415p13.sv.splunk.com;12376;7946;1;0415p
UCPProd;sv3-orca-0415p14;sv3-orca-0415p14.sv.splunk.com;12376;7946;1;0415p
UCPProd;sv3-orca-0415p15;sv3-orca-0415p15.sv.splunk.com;12376;7946;1;0415p
UCPProd;sv3-orca-0415p16;sv3-orca-0415p16.sv.splunk.com;12376;7946;1;0415p
UCPProd;sv3-orca-0415p17;sv3-orca-0415p17.sv.splunk.com;12376;7946;1;0415p
UCPProd;sv3-orca-0415p18;sv3-orca-0415p18.sv.splunk.com;12376;7946;1;0415p
UCPProd;sv3-orca-0415p19;sv3-orca-0415p19.sv.splunk.com;12376;7946;1;0415p
UCPProd;sv3-orca-0415p20;sv3-orca-0415p20.sv.splunk.com;12376;7946;1;0415p
UCPProd;sv3-orca-0415p21;sv3-orca-0415p21.sv.splunk.com;12376;7946;1;0415p
UCPProd;sv3-orca-0415p22;sv3-orca-0415p22.sv.splunk.com;12376;7946;1;0415p
UCPProd;sv3-orca-0415p23;sv3-orca-0415p23.sv.splunk.com;12376;7946;1;0415p
UCPProd;sv3-orca-0415p24;sv3-orca-0415p24.sv.splunk.com;12376;7946;1;0415p
UCPProd;sv3-orca-0415p25;sv3-orca-0415p25.sv.splunk.com;12376;7946;1;0415p
UCPProd;sv3-orca-0415p26;sv3-orca-0415p26.sv.splunk.com;12376;7946;1;0415p
UCPProd;sv3-orca-0415p27;sv3-orca-0415p27.sv.splunk.com;12376;7946;1;0415p
UCPProd;sv3-orca-0415p28;sv3-orca-0415p28.sv.splunk.com;12376;7946;1;0415p
UCPProd;sv3-orca-0415p29;sv3-orca-0415p29.sv.splunk.com;12376;7946;1;0415p
#UCPProd;sv3-orca-0415p30;sv3-orca-0415p30.sv.splunk.com;12376;7946;1;0415p
#UCPProd;sv3-orca-0415p31;sv3-orca-0415p31.sv.splunk.com;12376;7946;1;0415p
#UCPProd;sv3-orca-0415p32;sv3-orca-0415p32.sv.splunk.com;12376;7946;1;0415p
#UCPProd;sv3-orca-0415p33;sv3-orca-0415p33.sv.splunk.com;12376;7946;1;0415p
#UCPProd;sv3-orca-0415p34;sv3-orca-0415p34.sv.splunk.com;12376;7946;1;0415p
UCPProd;sv3-orca-0313e1b3;sv3-orca-0313e1b3.sv.splunk.com;12376;7946;5;0313e
UCPProd;sv3-orca-0308e5b4;sv3-orca-0308e5b4.sv.splunk.com;12376;7946;5;0308e
UCPProd;sv3-orca-0311e4b4;sv3-orca-0311e4b4.sv.splunk.com;12376;7946;5;0311e
UCPProd;sv3-orca-0312e8b3;sv3-orca-0312e8b3.sv.splunk.com;12376;7946;5;0312e
UCPProd;sv3-orca-0313e3b3;sv3-orca-0313e3b3.sv.splunk.com;12376;7946;5;0313e
UCPProd;sv3-orca-0310e5b2;sv3-orca-0310e5b2.sv.splunk.com;12376;7946;5;0310e
UCPProd;sv3-orca-0308e2b1;sv3-orca-0308e2b1.sv.splunk.com;12376;7946;5;0308e
UCPProd;sv3-orca-0313e4b1;sv3-orca-0313e4b1.sv.splunk.com;12376;7946;5;0313e
#UCPProd;sv3-orca-0307e2b2;sv3-orca-0307e2b2.sv.splunk.com;12376;7946;5;0307e
UCPMasterProd;Master01;sv3-orca-ucp-001.sv.splunk.com;12376;7946;1;UCPMasterProd
UCPMasterProd;Master02;sv3-orca-ucp-002.sv.splunk.com;12376;7946;1;UCPMasterProd
UCPMasterProd;Master03;sv3-orca-ucp-003.sv.splunk.com;12376;7946;1;UCPMasterProd
UCPMasterProd;Master04;sv3-orca-ucp-004.sv.splunk.com;12376;7946;5;UCPMasterProd
UCPMasterProd;Master05;sv3-orca-ucp-005.sv.splunk.com;12376;7946;5;UCPMasterProd
UCPMasterProd;UCP_HTTPS;ucp.splunk.com;443;1;UCPMasterProd

